Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:78vCroH3gihX47cNPONXM0,Pixieland Rag,The Leprechaun,Chick Corea,1976,77333,0,FALSE,,2018-09-29T02:56:03Z,"jazz fusion,jazz,latin jazz,free jazz",Verve,0.488,0.139,9,-22.378,1,0.0334,0.867,0.916,0.137,0.697,103.17,4
spotify:track:44eeeHE6RN74QZB10Ypjot,Leprechaun's Dream,The Leprechaun,Chick Corea,1976,389826,0,FALSE,,2018-09-29T02:56:03Z,"jazz fusion,jazz,latin jazz,free jazz",Verve,0.437,0.454,8,-16.976,1,0.057,0.462,0.84,0.229,0.0463,109.987,3
spotify:track:4eFTvwsYlTC0b0fjqxmrx7,Cigarettes,Flow State,Tash Sultana,8/31/2018,322715,0,TRUE,,2018-09-28T14:38:19Z,,Mom+Pop,0.563,0.755,11,-5.048,0,0.248,0.0319,0.0000759,0.0562,0.576,158.027,4
spotify:track:0F58GE2TtHBim5o4ZTQUwK,Peach Fuzz,Peach Fuzz,"Tyler, The Creator",9/21/2018,156546,55,TRUE,,2018-09-28T14:35:09Z,,Columbia,0.593,0.673,2,-6.324,1,0.117,0.373,0.000808,0.281,0.88,150.526,4
spotify:track:3DJwudub45L7GbjBtF9lUe,On My Own,On My Own,Slushii,9/28/2018,185600,18,FALSE,,2018-09-28T14:20:24Z,future bass,Slushii,0.57,0.98,6,-0.464,1,0.0872,0.00365,0.0175,0.342,0.574,150.017,4
spotify:track:297Or4DielLdpBLJdgIQ7S,Africa - RAC Remix,Africa (RAC Remix),Weezer;RAC,9/28/2018,250133,36,FALSE,,2018-09-28T14:16:34Z,alternative rock,Crush Music/Atlantic,0.55,0.674,0,-5.132,0,0.0291,0.659,0.00524,0.121,0.399,96.012,4
spotify:track:575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Lost In Japan (Remix),Shawn Mendes;Zedd,9/27/2018,201253,59,FALSE,,2018-09-28T14:05:49Z,edm,Island Records,0.706,0.855,10,-5.378,1,0.221,0.0898,0,0.347,0.299,107.184,4
spotify:track:2tjNv48TztwpNJZV8DKssQ,Vice,Vice,Mat Zo,9/24/2018,413023,25,FALSE,,2018-09-28T13:52:46Z,"trance,progressive house,progressive trance,electro house",Mad Zoo,0.537,0.925,7,-5.131,1,0.155,0.00907,0.279,0.218,0.628,172.019,4
spotify:track:0dacKDbt9g3O4RJUu5dUDS,You'll Be Fine,You'll Be Fine,Laszlo,9/28/2018,195667,10,FALSE,,2018-09-28T12:54:31Z,,Monstercat,0.617,0.951,0,-3.711,1,0.23,0.0184,0.00057,0.393,0.354,125.99,4
spotify:track:23mTYmF1nmxxTJoMjjIXzi,Greens,Greens,"Shopan;quickly, quickly",9/26/2018,250212,27,FALSE,,2018-09-28T12:51:52Z,"lo-fi beats,lo-fi hip hop,jazz beats,lo-fi,lo-fi house",Shopan,0.68,0.414,2,-12.126,1,0.0957,0.911,0.868,0.405,0.359,94.111,4
spotify:track:4XNPZFA6HMhkIkbJBDo70X,How Can I Love You?,How Can I Love You?,Yellow Days,9/27/2018,264000,41,FALSE,,2018-09-28T12:45:44Z,bedroom pop,Columbia,0.414,0.526,11,-8.69,0,0.151,0.614,0.000277,0.214,0.236,74.443,4
spotify:track:7KuTYTYvjz3FjO3uFzCdbM,Partake,I O U 1,Lido,9/28/2018,261000,6,FALSE,,2018-09-28T12:45:25Z,,Because Music,0.354,0.488,2,-10.37,1,0.0431,0.171,0.0151,0.197,0.037,119.629,4
spotify:track:1jo3TwNGCXfNdB5uba3ZVv,Killshot,Killshot,Eminem,9/19/2018,253579,71,TRUE,,2018-09-28T11:11:53Z,"rap,hip hop",Eminem Catalog PS,0.893,0.651,0,-8.647,0,0.367,0.0995,0,0.371,0.6,105.835,4
spotify:track:2jt2WxXMCD4zjACthkJQVE,The Ringer,Kamikaze,Eminem,8/31/2018,337941,63,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,4
spotify:track:2XTquzYQAdT1Hk78bOUwsv,Greatest,Kamikaze,Eminem,8/31/2018,226937,59,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.809,0.737,1,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025,4
spotify:track:60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),Kamikaze,Eminem;Joyner Lucas,8/31/2018,244679,72,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4
spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,Paul - Skit,Kamikaze,Paul Rosenberg,8/31/2018,35240,47,FALSE,,2018-09-28T11:11:46Z,,Eminem Catalog PS,0.636,0.335,11,-13.327,1,0.966,0.993,0,0.342,0.561,161.68,4
spotify:track:0evt4UZbdhnHtcAnxkm6A1,Normal,Kamikaze,Eminem,8/31/2018,222477,53,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.907,0.64,6,-6.542,1,0.354,0.261,0,0.0785,0.803,120.995,4
spotify:track:6B3zy3LOKHndqsviCr2z15,Em Calls Paul - Skit,Kamikaze,Eminem,8/31/2018,49023,45,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.707,0.314,6,-10.115,0,0.747,0.977,0,0.109,0.602,104.014,4
spotify:track:60Z57Wdrn0pEVpHI7d7GAX,Stepping Stone,Kamikaze,Eminem,8/31/2018,309637,54,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.616,0.684,7,-6.032,1,0.311,0.0305,0,0.376,0.312,179.503,4
spotify:track:28FGV3ORH14MYORd7s5dlU,Not Alike (feat. Royce Da 5'9),Kamikaze,"Eminem;Royce Da 5'9""",8/31/2018,288086,61,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.904,0.756,10,-3.746,1,0.32,0.0692,0,0.339,0.342,140.005,4
spotify:track:2gsNpSn7VvvJuSrIDfRoYy,Kamikaze,Kamikaze,Eminem,8/31/2018,216029,60,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,4
spotify:track:58QhkbaAkLFnn7JwAnAato,Fall,Kamikaze,Eminem,8/31/2018,262493,64,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.83,0.546,1,-5.716,1,0.295,0.227,0,0.112,0.535,182.973,4
spotify:track:09FfQO3PqHO4HIJL511Ksi,Nice Guy (with Jessie Reyez),Kamikaze,Eminem;Jessie Reyez,8/31/2018,150801,50,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.65,0.639,8,-5.962,1,0.458,0.0942,0,0.135,0.563,139.226,4
spotify:track:4g32MdRoqwGKQd3NXIRhpU,Good Guy (feat. Jessie Reyez),Kamikaze,Eminem;Jessie Reyez,8/31/2018,142192,56,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.696,0.634,9,-6.918,0,0.281,0.244,0,0.437,0.728,89.973,4
spotify:track:2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Kamikaze,Eminem,8/31/2018,269554,72,TRUE,,2018-09-28T11:11:46Z,"rap,hip hop",Eminem Catalog PS,0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,4
spotify:track:1XiKRU9Dg7QPlGRSWbfXgo,Blaxploitation,Room 25,Noname,9/14/2018,133056,0,TRUE,,2018-09-26T21:12:50Z,alternative r&b,Noname,0.891,0.827,11,-6.139,1,0.351,0.091,0.00000153,0.221,0.861,100.987,4
spotify:track:2za6PlkAQAMMu0VFsfBoHC,runaway,runaway,potsu,9/10/2018,236210,0,FALSE,,2018-09-26T21:01:32Z,lo-fi,Repost Network,0.326,0.407,4,-14.728,0,0.042,0.905,0.896,0.35,0.129,94.172,4
spotify:track:5pnAzBcq5zfawsWiTQ3nTu,Mount St. Helens Is About to Blow Up,Mount St. Helens Is About to Blow Up,Bill Wurtz,9/18/2018,202771,33,FALSE,,2018-09-26T20:54:44Z,,Bill Wurtz,0.695,0.464,7,-12.151,1,0.0848,0.139,0.000226,0.111,0.787,166.016,4
spotify:track:4zorg1RE8etKL4UDRX4Cjb,Good On You Son,Good On You Son,Mark Knopfler,9/19/2018,337946,0,FALSE,,2018-09-26T20:50:02Z,soft rock,British Grove Records,0.641,0.498,5,-12.43,0,0.0352,0.717,0.00283,0.063,0.673,100.457,4
spotify:track:6Dny9hE3SFjPgu97TaFUbA,Drive and Disconnect,Drive and Disconnect,Nao,9/21/2018,210173,33,FALSE,,2018-09-26T20:47:21Z,"alternative r&b,uk r&b",RCA Records Label,0.818,0.745,7,-8.172,0,0.0898,0.244,0.0588,0.135,0.534,116.011,4
spotify:track:0NcLakoPXeAl29isOQKSDv,Trouble Believing - Demo,Old Dog Demos,Mac DeMarco,4/21/2018,152385,0,FALSE,,2018-09-26T20:37:40Z,"indie,lo-fi indie",Captured Tracks,0.779,0.373,9,-8.357,1,0.0589,0.327,0.389,0.0392,0.56,75.519,4
spotify:track:2Br85jhaFKpHq05FjTQpvt,Let Me Ride - Stro Elliot Remix,Let Me Ride (feat. Jimetta Rose),Sly5thAve;Jimetta Rose,4/6/2018,264280,0,TRUE,,2018-09-25T20:23:48Z,"indie jazz,nu jazz,acid jazz",Tru Thoughts Records,0.705,0.43,1,-3.701,1,0.0349,0.0112,0.00851,0.325,0.403,86.963,4
spotify:track:6FAkAtIi6nXXDiTmCFY1dw,Tokyo Love,Translations,Samon Kawamura,5/25/2007,242853,18,FALSE,,2018-09-25T20:19:30Z,,Sony Music/Nesola,0.661,0.378,0,-7.783,0,0.437,0.00974,0.239,0.101,0.453,89.007,4
spotify:track:1lyEyXBh61PErwBtlwBo5l,Untitled Groove,Soulection White Label,Jared Jackson,5/18/2018,314358,12,FALSE,,2018-09-25T20:12:44Z,uk garage,Soulection,0.744,0.776,8,-7.645,1,0.106,0.0699,0.493,0.679,0.657,116.983,4
spotify:track:0qHP9pGJZMM26Z1YS88y9d,guitar,EP 1,iZNiiK,8/31/2017,269347,0,FALSE,,2018-09-25T20:07:22Z,plunderphonics,OCDC Music,0.56,0.829,2,-3.555,1,0.266,0.0277,0.000111,0.365,0.431,91.981,4
spotify:track:49drkbuukyUDt2POSGxnvA,All I Can Send,All I Can Send,glue70;KinKai,3/22/2018,144000,15,FALSE,,2018-09-25T02:08:11Z,"vaporwave,jazz rap",Majestic Casual Records,0.711,0.492,11,-8.848,0,0.436,0.285,0,0.135,0.522,84.99,4
spotify:track:3YrXmnqE1BPr2gENR5lzmv,ADD - Pages Remix,ADD: Remixes,dwilly;Emilia Ali;Pages,6/25/2018,204310,12,FALSE,,2018-09-25T02:01:16Z,,Majestic Casual Records,0.733,0.551,11,-4.552,0,0.0884,0.011,0.000859,0.0886,0.344,116.048,4
spotify:track:308Fmw0sSwxDDBsIyUlzzm,Sao Paulo,Celebrate Life!,Elaquent,3/2/2018,165773,4,FALSE,,2018-09-25T01:58:18Z,jazz rap,URBNET Communications Inc./Fontana North,0.803,0.528,8,-9.717,1,0.0563,0.0362,0.776,0.0712,0.277,112.041,5
spotify:track:6HUlgmxTiwmTxQN1tVMT9y,Rehearsal,Rehearsal,Klubbhuset,6/5/2018,281843,0,FALSE,,2018-09-25T01:49:53Z,"lo-fi house,disco house,nu disco",Let's Play House,0.868,0.66,7,-7.917,1,0.0585,0.0000977,0.782,0.099,0.557,123.029,4
spotify:track:4nhYuayDauqxLk61RcEx7O,Craque,BRAZILLIAN BOOGIE EP,VHOOR,7/10/2018,147701,0,FALSE,,2018-09-25T01:47:49Z,miami bass,Repost Network,0.83,0.843,1,-3.918,0,0.245,0.0544,0.621,0.215,0.184,117.089,4
spotify:track:1QPumjGUd99kNABIODKXLX,Dreamland,Imagine: Beauty,ESTA.,4/6/2018,130909,15,FALSE,,2018-09-25T01:41:48Z,,Paradis,0.709,0.273,2,-13.911,1,0.136,0.577,0.683,0.136,0.131,109.918,4
spotify:track:7MVwXNWOCJRlUgzqPw73tH,Back to Life,Back to Life,Fabich;Jafunk;FHAT,2/16/2018,180000,0,FALSE,,2018-09-24T20:25:07Z,"funky house,nu disco,ballroom vogue",Fabich Music,0.873,0.377,4,-9.248,0,0.128,0.0179,0,0.122,0.772,116.081,4
spotify:track:70pvexQXsCNuoyiSbM8OWw,Take Care Of You,Take Care Of You,Saje,6/8/2018,237999,43,FALSE,,2018-09-24T20:24:52Z,,Independent,0.675,0.306,6,-9.293,0,0.0464,0.577,0.000666,0.125,0.245,90.049,4
spotify:track:3zHxgYggWXO6K64oLpGtBx,Holy Smokes,Sundae Sauuce Presents: Chocolate Drizzle,Birocratic,6/28/2018,161538,27,FALSE,,2018-09-24T20:21:41Z,"lo-fi beats,jazz beats,lo-fi hip hop,lo-fi,jazz rap",Sundae Sauuce,0.722,0.821,1,-8.367,0,0.0866,0.246,0.54,0.0903,0.643,103.998,4
spotify:track:0olvvbCkVNJh2wY4LCfxoI,Endless Voyage,Endless Voyage,Groundislava,2/24/2017,179368,0,FALSE,,2018-09-17T11:42:49Z,"witch house,chillwave",WeDidIt,0.608,0.34,1,-13.371,1,0.0371,0.738,0.853,0.0998,0.132,95.004,4
spotify:track:4TUYrm2JRTV5dCOjKFSz8f,When,When,Blake Skowron,5/22/2018,176938,16,FALSE,,2018-09-17T11:42:38Z,"glitch,future bass",adigitalseries.,0.809,0.465,8,-4.7,1,0.0851,0.628,0.171,0.0902,0.333,98.154,4
spotify:track:2wIGfeREQ0JresVSXBaQ2w,Liftoff,Liftoff,Discoholic;Matthew Clanton,6/24/2018,215990,0,FALSE,,2018-09-17T11:42:30Z,"nu disco,hypertechno,afro house",Montaime,0.768,0.679,6,-7.739,1,0.0452,0.013,0.000407,0.155,0.752,115.028,4
spotify:track:7EukEGV0hnam1abK6mfnxK,Working In Peejays,Times Up,Complexive,7/29/2018,285333,0,FALSE,,2018-09-17T11:42:24Z,nu jazz,Night Owl Collective,0.71,0.595,7,-7.43,1,0.0485,0.0224,0.124,0.147,0.494,90.019,4
spotify:track:49GCQIjQzSAO1mWAAGcHjy,Dance with Me,Dance with Me,Tentendo;Jordan Dennis,8/17/2018,214790,24,FALSE,,2018-09-17T11:42:16Z,,Majestic Casual Records,0.886,0.648,7,-11.895,1,0.264,0.465,0.00018,0.104,0.352,118.009,4
spotify:track:1K3CQDOw8HcU38B3n7yjdI,Late Night City Hawks,Late Night City Hawks,Jason Nolan,10/6/2017,246842,12,FALSE,,2018-09-17T11:42:07Z,,Majestic Casual Records,0.662,0.863,5,-7.303,0,0.0878,0.00137,0.00173,0.119,0.582,114.029,4
spotify:track:6Vv0mO1JBb2rMj1iTm2buD,Wind on the Water,Bicycle Ride,Shook,6/26/2018,259360,36,FALSE,,2018-09-17T11:41:54Z,"nu disco,french house,synthwave",Epicenter,0.762,0.522,8,-12.716,1,0.0334,0.45,0.925,0.131,0.227,100.024,4
spotify:track:017cF1ghBb7qYeOREl2Pvs,Everything's Alright,Polychromatic,Castelle;klei,4/20/2018,166388,15,FALSE,,2018-09-17T11:41:38Z,,Big Top Records,0.778,0.45,0,-10.767,1,0.0885,0.0908,0,0.126,0.401,140.081,4
spotify:track:0XlfETRqH86J2Z55OKyf0V,Shimmer,The Green Collection,Knight One,2014,260453,4,FALSE,,2018-09-17T11:41:26Z,"nu disco,french house,funky house,indie dance",Eskimo Recordings,0.625,0.576,2,-9.929,1,0.111,0.723,0.118,0.468,0.516,96.977,4
spotify:track:1ldRL7T72u76QlovXMV8X3,All Right,Audio Dope,Audio Dope,2/2/2018,181750,13,FALSE,,2018-09-17T11:41:17Z,lo-fi house,Majestic Casual Records,0.691,0.464,6,-7.553,1,0.0722,0.629,0.123,0.684,0.344,87.053,4
spotify:track:5rs912pmMraDxYdsUXG0YZ,405,Without a Sound,The Main Squeeze,4/28/2017,200332,0,FALSE,,2018-09-17T11:40:36Z,"retro soul,jam band,funk",The Main Squeeze,0.776,0.51,5,-7.662,0,0.0408,0.00179,0.00757,0.0609,0.556,101.994,4
spotify:track:09KZyBHO89zlJWBLbLbfqu,The Slum City - Instrumental,メガロボクス オリジナル・サウンドトラック,mabanua,6/27/2018,75031,21,FALSE,,2018-09-17T11:38:27Z,"j-r&b,anime",origami PRODUCTIONS,0.844,0.693,11,-5.971,0,0.188,0.046,0.604,0.11,0.3,85.968,4
spotify:track:5zLJZReMoqUYCXftFH7Nw1,Breakfast in Bed,That Good Good,Jazzinuf,4/11/2017,152215,0,FALSE,,2018-09-17T11:37:50Z,"lo-fi,lo-fi beats,jazz beats",United Common Records,0.716,0.554,1,-5.544,1,0.199,0.505,0.0228,0.374,0.691,80.007,4
spotify:track:1cStgRYzh597PoROaLWIvr,Your Tempo - Tennyson Remix,Your Tempo (Tennyson Remix),Kasbo;Tennyson,7/31/2018,181407,15,FALSE,,2018-09-17T11:37:29Z,future bass,Foreign Family Collective/Counter Records,0.751,0.552,4,-10.245,0,0.132,0.464,0.015,0.114,0.524,87.931,4
spotify:track:5TcnaRE1O2fLsG8kbRFs0l,The Summer Love Song,Stro Elliot,Stro Elliot,12/16/2016,237772,0,FALSE,,2018-09-17T11:37:17Z,,Street Corner Music,0.764,0.452,9,-5.516,0,0.0708,0.121,0.000221,0.574,0.635,91.012,4
spotify:track:2t5qmCPEKpoNYPeeTXx11W,Poinsettia Blues,Heat.wav,Amherst;Mackenzie Keefe,10/20/2015,196800,22,FALSE,,2018-09-17T11:37:08Z,"vaporwave,city pop,french house,power pop",595076 Records DK,0.655,0.798,6,-9.038,1,0.116,0.0278,0.427,0.116,0.326,100.009,4
spotify:track:4wPkWvT28VDAx0SKCYE0iC,Lift Off,"GARREN, LP",Garren Sean,7/28/2017,200578,21,FALSE,,2018-09-17T11:36:35Z,,Garren Sean,0.587,0.546,7,-5.294,0,0.0686,0.2,0.0095,0.122,0.633,121.198,4
spotify:track:00RvSXTJpG13nMJRc802kO,Motion,Motion,Emotional Oranges,5/4/2018,236680,0,FALSE,,2018-09-17T11:35:33Z,indie r&b,Avant Garden,0.77,0.581,5,-8.542,0,0.0377,0.00687,0.0000606,0.116,0.733,105.997,4
spotify:track:6CzvXnAL3PZyZnB9RKEgS3,Remember Summer Days,"Collection, Pt. 2",Android Apartment,7/8/2017,154863,0,FALSE,,2018-09-17T11:33:20Z,"vaporwave,city pop",740906 Records DK2,0.62,0.937,2,-4.99,1,0.266,0.00246,0.00107,0.306,0.714,124.013,4
spotify:track:5KOvSkBJx5fydqWdQ3vpaS,Fiftyfifty,Fiftyfifty,Derek Brown,8/31/2018,166200,2,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.922,0.711,8,-13.384,0,0.163,0.178,0.785,0.0894,0.684,117.059,4
spotify:track:4iK58aRAB2D0wbNIK0tyXg,Dyakuyu,Fiftyfifty,Derek Brown,8/31/2018,196813,15,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.843,0.572,11,-12.689,1,0.176,0.785,0.803,0.109,0.777,119.976,4
spotify:track:0V2rmIXIP13FJlvLmdpe64,Funny How,Fiftyfifty,Derek Brown,8/31/2018,229946,3,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.935,0.404,10,-12.306,0,0.156,0.724,0.00289,0.143,0.678,117.093,4
spotify:track:4tmeGPOQYuIP6g1VwE2yTU,The Jackalope,Fiftyfifty,Derek Brown;Jeff Coffin,8/31/2018,319746,8,FALSE,,2018-09-15T16:42:12Z,"brass band,jazz funk",Derek Brown,0.71,0.512,8,-11.39,1,0.288,0.417,0.56,0.0978,0.735,125.936,4
spotify:track:6oQDHNl1R4HRgbB4OgCHXh,Ain't No Sunshine,Fiftyfifty,Derek Brown,8/31/2018,128026,4,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.806,0.412,8,-13.187,0,0.525,0.57,0.000407,0.165,0.635,164.219,4
spotify:track:5MGkJHqC6hTESWTv0yo4AK,Empathique,Fiftyfifty,Derek Brown;Keith Harris,8/31/2018,235200,2,FALSE,,2018-09-15T16:42:12Z,"brass band,progressive house,progressive trance,nu disco,trance",Derek Brown,0.796,0.705,1,-9.733,1,0.257,0.376,0,0.328,0.33,88.024,4
spotify:track:78HUlbkuNPXzXHYJtiOnJC,Ask Not,Fiftyfifty,Derek Brown;Duo Ostinato,8/31/2018,167653,2,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.681,0.507,0,-9.992,0,0.0526,0.906,0.644,0.0981,0.643,127.963,4
spotify:track:3aqF11uVhi8WNU3BVsXd40,I Do,Fiftyfifty,Derek Brown,8/31/2018,329973,2,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.876,0.454,8,-12.432,1,0.296,0.523,0.00045,0.0793,0.784,88.97,4
spotify:track:1FGpaqbFyWdysdStQAgfm8,Run Away,Fiftyfifty,Derek Brown,8/31/2018,243053,2,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.838,0.735,0,-12.765,0,0.172,0.402,0.00772,0.0925,0.932,143.956,4
spotify:track:3QVhj9Qofokfq8jS7CV5EU,Bridge over Troubled Water,Fiftyfifty,Derek Brown;Rachel Brown,8/31/2018,284093,3,FALSE,,2018-09-15T16:42:12Z,"brass band,concerto,baroque",Derek Brown,0.721,0.57,10,-11.181,0,0.283,0.609,0.00146,0.117,0.744,70.371,4
spotify:track:1WQMN1csstIHng49VOZZv7,The Single Petal of a Rose,Fiftyfifty,Derek Brown,8/31/2018,232680,2,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.503,0.392,11,-11.177,1,0.0515,0.902,0.685,0.289,0.756,115.193,4
spotify:track:7fXTnzNbSgQsbF8T8hMIlG,Half and Half,Fiftyfifty,Derek Brown,8/31/2018,158826,1,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.928,0.273,4,-17.022,0,0.288,0.499,0.784,0.0654,0.795,109.987,4
spotify:track:4kYPhUCZsGNS8aO6yhZCB2,Pochemuchka,Fiftyfifty,Derek Brown,8/31/2018,269613,3,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.87,0.696,4,-12.019,1,0.0686,0.445,0.713,0.123,0.92,130.016,4
spotify:track:1JKXo7RsFCrSUGX3WTneIa,Brother,Fiftyfifty,Derek Brown;Jeff Coffin,8/31/2018,293306,6,FALSE,,2018-09-15T16:42:12Z,"brass band,jazz funk",Derek Brown,0.677,0.388,9,-11.943,1,0.0516,0.657,0.843,0.132,0.843,116.113,4
spotify:track:1CpbdF6EAkxvmwKN4TOOap,America: The Beautiful Collaboration,Fiftyfifty,Derek Brown;Usa Saxophonists,8/31/2018,289013,1,FALSE,,2018-09-15T16:42:12Z,brass band,Derek Brown,0.679,0.475,8,-10.597,1,0.032,0.815,0.802,0.0886,0.817,136.036,4
spotify:track:4rsS3RTmcwSHBHoxpOTkU8,Good Good (Midas Hutch Remix),Good Good (Midas Hutch Remix),Jengi,3/2/2018,235249,0,FALSE,,2018-09-12T18:50:20Z,,Jengi,0.849,0.682,10,-8.521,0,0.044,0.0943,0.256,0.0766,0.906,117.992,4
spotify:track:2DmjRHOkBBemF7LPzBX7zi,little life,THREE,TOSHIKI HAYASHI(%C);Kan Sano;JJJ,10/25/2017,294174,16,FALSE,,2018-09-12T14:57:02Z,"j-r&b,j-rap,lo-fi hip hop,city pop,japanese indie",OMAKE CLUB,0.772,0.506,10,-7.026,0,0.0791,0.392,0.0147,0.0978,0.539,92.023,4
spotify:track:0rcD4rZAVg1irHtrh7KfMI,Divine,Divine,Ellzo,2/20/2018,133448,7,FALSE,,2018-09-12T12:52:11Z,future bass,Ellis Folkes,0.789,0.522,8,-8.047,0,0.427,0.0853,0.0129,0.073,0.836,115.94,4
spotify:track:4ivQ4XhX3l3JCaA1ruK6I8,I Just Love Your Smile,Smunchiiez,The BREED,5/30/2018,147541,0,FALSE,,2018-09-12T12:42:00Z,"lo-fi beats,jazz beats,jazz rap,lo-fi",Chillhop Records,0.884,0.463,5,-8.421,1,0.305,0.125,0.0000848,0.128,0.7,89.994,4
spotify:track:5suaoBVBf9qkaOCXKGJJe7,Robinson,Cont...,isaintjames,4/12/2018,77045,2,FALSE,,2018-09-12T12:39:15Z,,Independent,0.577,0.847,2,-8.637,0,0.0639,0.207,0.0747,0.409,0.597,175.975,4
spotify:track:4zNrPZhtV4TfVsAvgfHky9,unevercallmebutidontmindbecauseimintheclub​ - Jadu VIP,unevercallmebutidontmindbecauseimintheclub​ (Jadu VIP),Jadu Heart;Mura Masa,12/20/2017,279272,18,FALSE,,2018-09-12T12:33:42Z,indie soul,Anchor Point,0.913,0.638,1,-11.613,1,0.41,0.0293,0.577,0.0651,0.569,110.001,4
spotify:track:7Cuk8jsPPoNYQWXK9XRFvG,September,September,"Earth, Wind & Fire",4/17/2018,215080,66,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,4
spotify:track:3mbXR77q1sq2MdeqdPHwJs,Let's Groove,September,"Earth, Wind & Fire",4/17/2018,339306,45,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.868,0.637,11,-9.061,0,0.0641,0.138,0.000011,0.0446,0.921,125.041,4
spotify:track:6bMo9FRsfcKe9JAf8nElpl,Fantasy,September,"Earth, Wind & Fire",4/17/2018,277973,32,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.597,0.726,7,-9.296,1,0.0846,0.32,0.00415,0.143,0.593,88.876,4
spotify:track:1u0nM1MLgPgO2j9mgOriLl,After the Love Has Gone,September,"Earth, Wind & Fire",4/17/2018,279080,32,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.422,0.458,6,-13.559,1,0.0397,0.557,0.000466,0.684,0.352,133.697,4
spotify:track:5MYWfFDG0smygK5GTK2R1u,Shining Star,September,"Earth, Wind & Fire",4/17/2018,170053,28,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.675,0.782,9,-9.2,1,0.0608,0.336,0.000534,0.144,0.847,102.57,4
spotify:track:35yl7PYbfOeDo30iNiRPfU,Sing a Song,September,"Earth, Wind & Fire",4/17/2018,203866,29,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.772,0.659,9,-8.803,1,0.0508,0.156,0.000345,0.0681,0.969,122.33,4
spotify:track:4ZDNExq0sSmwKoKa4punTz,Can't Hide Love,September,"Earth, Wind & Fire",4/17/2018,250640,26,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.536,0.416,10,-11.008,0,0.0332,0.686,0.0702,0.0949,0.42,77.797,4
spotify:track:44FvSMKIXy8dExLb5jFayS,Reasons,September,"Earth, Wind & Fire",4/17/2018,299613,29,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.602,0.431,3,-10.227,1,0.0392,0.473,0,0.125,0.591,126.663,4
spotify:track:0A9UMFygA2EejVTfXmdV0S,That's the Way of the World,September,"Earth, Wind & Fire",4/17/2018,346373,27,FALSE,,2018-09-11T00:04:12Z,"funk,disco",Columbia/Legacy,0.58,0.635,6,-8.591,1,0.0528,0.712,0.0079,0.659,0.727,82.124,4
