Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1fepvHow7M6YOsFN153O01,Ricky Thai,Ophilia,Psychic Mirrors,7/2/2021,326120,16,FALSE,,2026-03-05T04:18:53Z,"post-disco,funk",Amnisia,0.67,0.764,5,-4.872,0,0.0605,0.209,0.205,0.101,0.886,115.987,4
spotify:track:3f8xPR60MwwiwVX27Hn9ja,Abyss of Time (Wayang Kulit),TEKKEN TAG TOURNAMENT 2 (Original Soundtrack),Nami Nakagawa;TEKKEN Project;Bandai Namco Game Music,2/26/2024,234080,36,FALSE,,2026-01-26T16:57:35Z,"soundtrack,japanese vgm,shibuya-kei",Bandai Namco Game Music,0.463,0.966,10,-4.915,1,0.0511,0.0000413,0.837,0.0347,0.85,145.018,4
spotify:track:1Q3zQEIVDsWBcXEAdz6PKn,fuji,fuji,World Complete,11/12/2025,257777,31,FALSE,,2026-01-23T08:12:43Z,"synthwave,chillwave,vaporwave",World Complete,0.572,0.609,1,-12.053,1,0.0329,0.425,0.958,0.109,0.46,107.987,4
spotify:track:1TRFzG0ygREz3fS6SV520F,Zimbao,Sambaiana,Candeias,7/28/2017,216382,38,FALSE,,2026-01-23T08:12:37Z,"brazilian jazz,bossa nova",Notes On A Journey,0.542,0.434,11,-13.172,1,0.0393,0.454,0.89,0.0991,0.509,145.058,4
spotify:track:5TbH2vtnmIaVyUtOrOs4L1,Sunbeams (Dilla Tribute),Having Sax,Codo aka Codito,10/13/2022,196000,36,FALSE,,2026-01-23T08:12:21Z,,3350369 Records DK,0.497,0.332,1,-14.94,0,0.109,0.606,0.964,0.311,0.357,197.964,4
spotify:track:2NYSk9dVP44IUTXdXVeYWO,Mana Lake,Mana Lake,City Girl,1/16/2026,173000,31,FALSE,,2026-01-23T08:11:59Z,"lo-fi,lo-fi beats",City Girl Records,0.273,0.24,7,-16.125,0,0.0319,0.6,0.668,0.226,0.158,131.367,4
spotify:track:1h5s9sqEVvekkjn8WPkovN,Florence,Florence,john claude,10/24/2024,152362,38,FALSE,,2026-01-23T08:11:51Z,"rally house,lo-fi house",John Claude,0.816,0.815,6,-7.697,1,0.237,0.00443,0.199,0.0411,0.776,127.077,4
spotify:track:7kYKNgH55yaw6Gdrpnol3p,Give It All You've Got,Bruton BRH11: Pop Vocals,Brian Wade;Oswin John Falquero;Tony Cliff,6/6/2018,153056,31,FALSE,,2026-01-23T08:11:37Z,,Bruton Vaults,0.709,0.921,9,-8.456,0,0.0499,0.0577,0.00472,0.212,0.975,134.853,4
spotify:track:2qqEqWiTSftRX1rbq6BGFz,Braziliant Thought,Beat Journey,Dr Who Dat?;Jneiro Jarel,8/21/2006,253200,36,FALSE,,2026-01-23T08:11:28Z,experimental hip hop,VIBERIAN EXPERIENCE,0.5,0.816,7,-6.729,1,0.0509,0.000864,0.357,0.274,0.351,99.031,4
spotify:track:0Xq0u5G3JWc7U39WO9ByoX,Freydies - Mixed,Anjunadeep The Yearbook 2025,Yuvèe,12/19/2025,217884,21,FALSE,,2026-01-23T08:06:17Z,indie dance,Anjunadeep,0.79,0.65,8,-7.644,0,0.0476,0.0176,0.811,0.101,0.428,123.425,4
spotify:track:1iVoL44hADFc9QE0Wr47tc,Arabian Nights,Arabian Nights,Tony Dark Eyes,1/1/2026,170476,27,FALSE,,2026-01-23T08:00:36Z,,"© 2017-2026 Meta Platforms, Inc.",0.857,0.6,7,-7.634,1,0.0813,0.0008,0.824,0.274,0.329,126.021,4
spotify:track:41xLMZFjxXWXKVMmAOfL8I,Postcards From Paraguay,Shangri-La,Mark Knopfler,9/28/2004,244840,44,FALSE,,2025-11-22T17:47:01Z,soft rock,EMI,0.581,0.75,1,-9.684,1,0.0302,0.729,0.383,0.342,0.645,96.019,4
spotify:track:2T3PpDOcNEPAZhqIpjpJwr,Silver Lining - Kian Sales Remix,Silver Lining (Kian Sales Remix),Jackson Homer;Saïna;Kian Sales,12/13/2024,184615,14,FALSE,,2025-11-20T04:30:57Z,"rally house,nu disco",Sidekick Music,0.756,0.956,0,-3.798,1,0.229,0.00313,0.0293,0.152,0.59,129.985,4
spotify:track:2hKxxvF9MyDMzKkx5VQBfL,And Love You Shall Find,DEATH UNTO DAWN: FINAL FANTASY XIV Original Soundtrack,Masayoshi Soken,9/15/2021,328826,29,FALSE,,2025-09-15T23:48:43Z,soundtrack,スクウェア・エニックス ミュージック,0.364,0.0979,5,-23.472,0,0.0421,0.982,0.911,0.114,0.122,170.045,4
spotify:track:1l0Zfu93Um69BLDi5AVkmH,Gangnam Style,It's Gameday!,University of Washington Husky Marching Band,5/1/2014,90706,24,FALSE,,2025-07-30T08:06:38Z,,Soundset,0.649,0.494,10,-18.158,0,0.0353,0.865,0.967,0.0773,0.58,133.462,4
spotify:track:2OfzbYRY4VYsJAOEPr8EET,Fumando Clien,DAW III: Selected Works,poosic,6/9/2025,407520,0,FALSE,,2025-07-03T20:22:24Z,,DAW III,0.814,0.5,11,-11.677,0,0.0569,0.181,0.746,0.212,0.121,125.017,4
spotify:track:2wtn3GsCYSPsr3dTWabDXf,Na Na Na Na Na Re,Vicky Vidya Ka Woh Wala Video,Daler Mehndi;Gurdeep Mehndi;Anand-Milind;Sameer Anjaan,10/10/2024,250078,47,FALSE,,2025-06-23T04:00:26Z,"bhangra,bollywood,desi pop,hindi pop,desi",T-Series,0.651,0.972,10,-3.496,0,0.0519,0.205,0.0000158,0.174,0.742,138.035,4
spotify:track:0VVJ8oBXp5jlr9qQkpMrR7,Dance!,ペルソナ4 ダンシング・オールナイト オリジナル・サウンドトラック (ADVANCED CD付 COLLECTOR'S EDITION),Shihoko Hirata;Lotus Juice,7/29/2015,208626,56,FALSE,,2025-03-22T03:25:53Z,japanese vgm,Mastard Records,0.753,0.929,4,-5.474,0,0.0602,0.146,0.0125,0.358,0.963,134.47,4
spotify:track:0Rr5Lw09CzqcchhsH0Pmhs,Last Train Home,Still Life (Talking),Pat Metheny Group,7/7/1987,338186,5,FALSE,,2024-11-27T22:04:48Z,"jazz fusion,jazz,smooth jazz",Metheny Group Productions Inc.,0.377,0.488,10,-14.652,1,0.0301,0.677,0.92,0.0538,0.312,80.411,3
spotify:track:4T9ztj6g4IhGD5YkaQ7sY7,Repent,Repent,Upon The Ether,7/12/2024,175103,0,FALSE,,2024-08-23T19:30:24Z,,1263578 Records DK2,0.395,0.885,6,-10.877,1,0.0501,0.00618,0.00637,0.186,0.189,95.079,4
spotify:track:0jWB6nfOVQgHMhZ56MSpPY,Love's a Broken Road,Love's a Broken Road,Upon The Ether,9/8/2023,224972,0,FALSE,,2024-08-23T19:30:19Z,,1263578 Records DK2,0.47,0.832,6,-10.284,1,0.0484,0.00635,0.00014,0.0851,0.398,77.472,4
spotify:track:7azSrOP4nUb9v6cZw5vD0N,Love's a Broken Road (Remastered),Crawl,Upon The Ether,8/23/2024,231443,0,FALSE,,2024-08-23T19:30:11Z,,Self-Produced,0.346,0.917,6,-8.877,1,0.0627,0.004,0.0012,0.0661,0.355,150.138,4
spotify:track:4jowZH0q3oqdEdwOLRGSwb,Revelations,Crawl,Upon The Ether,8/23/2024,83413,0,FALSE,,2024-08-23T19:30:09Z,,Self-Produced,0.472,0.168,4,-14.989,1,0.0345,0.928,0.939,0.105,0.205,143.852,4
spotify:track:17RyeQ4H16YArKJXl3bFgj,Martyr,Crawl,Upon The Ether,8/23/2024,323245,0,FALSE,,2024-08-23T19:30:07Z,,Self-Produced,0.319,0.554,1,-12.323,0,0.0344,0.242,0.125,0.109,0.128,74.965,4
spotify:track:4g68CouAoSeI9A2qYfHFMs,Immolation,Crawl,Upon The Ether,8/23/2024,96338,0,FALSE,,2024-08-23T19:30:06Z,,Self-Produced,0.294,0.0959,8,-23.323,1,0.0445,0.938,0.959,0.141,0.0975,92.391,4
spotify:track:0cbbL916G5jXrMqeeqF8cN,Heresy Come Alive,Crawl,Upon The Ether,8/23/2024,227157,0,FALSE,,2024-08-23T19:30:01Z,,Self-Produced,0.415,0.763,1,-10.833,0,0.0368,0.00003,0.000477,0.0483,0.377,80.031,4
spotify:track:55LxEEIMOiis4VdBmzgl2t,Repent,Crawl,Upon The Ether,8/23/2024,173525,0,FALSE,,2024-08-23T19:30:00Z,,Self-Produced,0.38,0.868,6,-10.469,1,0.0458,0.00499,0.00282,0.125,0.304,95.092,4
spotify:track:2uR80Vm6ck5vka7n4PZekj,Light Pollution,Crawl,Upon The Ether,8/23/2024,222206,0,FALSE,,2024-08-23T19:30:00Z,,Self-Produced,0.28,0.715,3,-11.463,0,0.0451,0.0525,0.0000303,0.332,0.167,144.832,4
spotify:track:0APZp8QxTycP2MAH0aeZaF,Crawl (All You Serpents),Crawl,Upon The Ether,8/23/2024,269793,0,FALSE,,2024-08-23T19:29:59Z,,Self-Produced,0.123,0.901,6,-10.507,1,0.0506,0.00508,0.00713,0.32,0.295,198.888,4
spotify:track:7qZYapt5hBGPJxomZk66Qh,Genesis,Crawl,Upon The Ether,8/23/2024,58411,0,FALSE,,2024-08-23T19:29:56Z,,Self-Produced,0.32,0.391,1,-11.269,1,0.0414,0.000625,0.791,0.467,0.488,130.197,4
spotify:track:1P8U839N8xUVZoUFepUqWa,miss me with that 1 bro,shut up.,Adolf Nomura,6/16/2019,116369,37,FALSE,,2024-08-01T22:57:31Z,"breakcore,jungle",Adolf Nomura,0.765,0.852,7,-5.357,1,0.119,0.000217,0.881,0.105,0.913,99.009,4
spotify:track:1PIjuuoB9kO9GvI5EPSpcW,Telephone (What's Your Name?),Same As It Ever Was,daste.,4/15/2020,172999,49,FALSE,,2024-07-23T20:15:52Z,,Nettwerk Music Group,,,,,,,,,,,,
spotify:track:7fQ3PYTYdu208fQ3JEm2U7,Ain't That A Kick In The Head,"Dean Martin: The Capitol Recordings, Vol. 11 (1960-1961)",Dean Martin,1961,147293,62,FALSE,,2024-05-07T09:51:40Z,"christmas,adult standards,big band,swing music",CAPITOL CATALOG MKT (C92),0.586,0.253,6,-11.93,0,0.0538,0.604,0,0.3,0.718,108.168,1
spotify:track:0kktHCDWaD777RCGHw6Alg,Luv (sic) Instrumentals,Luv(sic) Hexalogy,Nujabes,12/9/2015,286320,47,FALSE,,2024-03-20T21:18:47Z,jazz rap,Hydeout Productions,0.85,0.679,1,-6.037,1,0.0564,0.252,0.91,0.0969,0.834,185.972,4
spotify:track:1Ox30wrAfvowGChbGc2y6p,nestling,Steppin' Out,KIRINJI,9/6/2023,229088,43,FALSE,,2024-01-17T04:32:31Z,"city pop,shibuya-kei,japanese indie,j-pop,j-r&b",syncokin,0.742,0.718,9,-6.622,1,0.0423,0.276,0.112,0.11,0.849,161.028,4
spotify:track:7duei9v6TxMsYI3uOgTEKw,Worship,Lekker Setje Beats,Klaus Veen,7/9/2020,125560,0,FALSE,,2024-01-12T09:32:31Z,"rally house,house",Klaus Veen Records,0.894,0.915,11,-6.395,1,0.139,0.00505,0.675,0.0966,0.514,127.201,4
spotify:track:3bHpkZ3pPreRBGFxSMb1Ac,Herewego,Life,Jinsang,12/23/2016,136673,14,FALSE,,2023-12-23T21:59:55Z,"lo-fi,lo-fi hip hop,lo-fi beats",VinDig,0.562,0.589,8,-9.447,1,0.0687,0.16,0.969,0.241,0.759,76.584,4
spotify:track:06OVowl7RYOH6qgrvmOhNC,Body Rap,Arrival,Wynd Chymes,7/24/1982,251173,26,FALSE,,2023-12-23T21:59:50Z,"post-disco,boogie",RCA/Legacy,0.815,0.539,7,-13.596,1,0.0686,0.169,0.0000332,0.389,0.838,106.365,4
spotify:track:1sZQtFwMz89Gqn4Lp5RN6V,Ooh I Like It,Histoire,Discochic,2/5/2019,134883,32,FALSE,,2023-12-23T21:59:46Z,"nu disco,french house",664918 Records DK,0.874,0.457,4,-9.786,0,0.087,0.0138,0.025,0.122,0.811,117.048,4
spotify:track:2MiwKPx7Cp35PsXVEhKNSQ,Big World (feat. KIRBY),Swarm,Ni'jah;KIRBY,3/16/2023,160653,32,FALSE,,2023-12-23T21:59:40Z,alternative r&b,RCA Records Label,0.828,0.719,4,-7.652,1,0.21,0.515,0.0749,0.109,0.574,118.031,4
spotify:track:0B1u3O0JaCDxlInbrjT6CE,GOODTIME,GOODTIME,CAPYAC,9/1/2022,222272,0,FALSE,,2023-12-23T21:59:35Z,nu disco,CAPYAC,0.878,0.904,9,-3.768,0,0.174,0.172,0.00144,0.148,0.816,121.045,4
spotify:track:21xVx0n3qonzK2PXah9M1S,The Urban Theme - Remastered 2021,Maxwell's Urban Hang Suite,Maxwell,4/2/1996,162067,49,FALSE,,2023-12-23T21:59:30Z,"neo soul,quiet storm,r&b",Columbia,0.806,0.733,1,-7.251,0,0.0746,0.0597,0.597,0.328,0.821,100.038,4
spotify:track:36SzAkZXctcthMEkzzACoP,Thumpahlenah - Radio Edit,Moody (Deluxe Version),Nik West;Larry Graham,9/7/2023,202637,9,FALSE,,2023-12-23T21:59:23Z,"classic soul,quiet storm",NIK WEST,0.848,0.738,10,-7.419,0,0.0555,0.00317,0.0000643,0.76,0.514,110.323,4
spotify:track:5rSc4cCcJ2nk8CsAGrHpfn,Nighty Four Again,Donut Soulection,June Jissle;Heyssis,12/23/2021,115247,20,FALSE,,2023-12-23T21:59:16Z,,JGTJ,0.764,0.817,5,-6.942,0,0.0422,0.00795,0.284,0.0475,0.699,110.036,4
spotify:track:3iRzUmMFyOLUpSk3hXW3Hn,Jell-O,Sugar Rush,Egozi,6/19/2020,233732,34,FALSE,,2023-12-23T21:59:07Z,,Artlist Original,0.783,0.592,8,-6.282,1,0.111,0.0185,0.00000283,0.0903,0.682,110.017,4
spotify:track:3NYm3ZimuJNb0Z0px5OEwO,Marechià,Bar Mediterraneo,Nu Genea;Célia Kameni,5/13/2022,264296,61,FALSE,,2023-12-23T21:59:01Z,italo disco,NG Records licensed to Carosello Records,0.719,0.832,1,-7.412,0,0.0366,0.124,0.0726,0.0697,0.961,110.077,4
spotify:track:5BB02hZy9iwG8XEgit7IKy,There's Talk - Remastered,Tired Of Being A Nice Guy,Gene Dunlap,1/1/2010,214013,45,FALSE,,2023-12-23T21:58:54Z,post-disco,Capitol Records,0.74,0.563,8,-11.05,0,0.027,0.0264,0.343,0.0442,0.888,111.057,4
spotify:track:7Lg4dEz9IVE5iUILPEdyUv,Always,In Plain Sight,camoufly,2/22/2023,162406,49,FALSE,,2023-12-23T21:58:50Z,"uk garage,stutter house",kawaii bounce,0.781,0.751,10,-5.058,0,0.378,0.403,0.0583,0.107,0.765,132.854,4
spotify:track:7qY6JjVNBzuzT1dkmoaiWh,Lost & Found,Blasting Off,BusCrates;Sally Green,10/2/2020,220558,30,FALSE,,2023-12-23T21:58:38Z,"g-funk,funk",Bastard Jazz Recordings,0.81,0.775,11,-6.69,1,0.0589,0.0744,0.0351,0.295,0.891,117.995,4
spotify:track:2cK7SJ2O3CqDRHeixvFKgh,Move On Up,People Never Give Up,Curtis Mayfield,10/30/2020,165789,62,FALSE,,2023-12-23T21:58:32Z,"classic soul,soul,motown,funk",Warner Music Group - X5 Music Group,0.538,0.969,11,-5.626,0,0.0907,0.419,0.00144,0.12,0.928,138.654,4
spotify:track:7v1WsgCocJ5tLwDXqllQ8n,Funk Olympics,Funk Olympics,JORDANN,7/30/2021,198000,0,FALSE,,2023-12-23T21:58:16Z,bedroom pop,JORDANN,0.928,0.52,6,-9.363,1,0.0485,0.441,0.0137,0.106,0.983,120.027,4
spotify:track:4mhHWZBaSyLeTeXrLp1xuK,Blutooth,Blutooth / enough 4 u,Blu DeTiger;Chromeo,5/20/2022,178480,47,FALSE,,2023-12-23T21:57:55Z,"nu disco,alternative dance",Capitol Records,0.898,0.593,11,-4.511,0,0.0565,0.0736,0.000153,0.116,0.862,113.016,4
spotify:track:5LInOGDHqrgetnMlnvaDNq,Everything Eventually Ends,Everything Eventually Ends,L'Impératrice;Rejjie Snow,10/6/2022,177280,51,FALSE,,2023-12-23T21:57:38Z,"french indie pop,french house,french pop,jazz rap",microqlima,0.865,0.484,11,-9.321,0,0.177,0.361,0.00000953,0.116,0.849,95.016,4
spotify:track:0XcJgUBTAm81tqB7SxafPS,Same Song,Same Song,falcxne;evän;Relyae,3/27/2023,151111,0,FALSE,,2023-12-23T21:57:23Z,"lo-fi beats,lo-fi",Independent,0.716,0.801,10,-6.608,0,0.326,0.171,0.0000029,0.312,0.61,108.02,4
spotify:track:1Wu9EjGPifgj9Mzm1P8C03,Big Bad Mood (feat. Miraa May),Let Me Die Inside You,Jordan Stephens;Miraa May,2/11/2022,229090,49,FALSE,,2023-12-23T21:57:11Z,"uk r&b,alternative r&b",Jordan Stephens,0.834,0.728,10,-8.096,0,0.0641,0.00211,0.000729,0.24,0.54,120.995,4
spotify:track:41vdOzxDPSW8fG3HBfBAPH,Purple Funk - Opolopo Remix Edit,Purple Funk (Opolopo Remixes),Mothers Favorite Child;Saeeda Wright;Opolopo,6/9/2023,233284,19,FALSE,,2023-12-23T21:57:04Z,"jazz funk,nu disco,funky house,disco house",Reel People Music,0.859,0.776,2,-6.855,1,0.0644,0.0384,0.000197,0.462,0.524,120.002,4
spotify:track:1bT54cjonipTciS5y04yfJ,Full Tilt Boogie,Uncle Louie's Here,Uncle Louie;Walter Murphy,2/12/2013,230367,49,FALSE,,2023-12-23T21:55:46Z,"funk,disco","Stone Music Family, LLC",0.857,0.697,10,-6.23,0,0.084,0.279,0.0116,0.142,0.853,110.301,4
spotify:track:6oibGjoc3gDoow4eXyX04f,愛のシルエット,ルパン三世 オリジナル・サウンドトラック,Yuji Ohno;ユー & ザ・エクスプロージョン・バンド,1/25/1978,264653,42,FALSE,,2023-12-16T19:09:59Z,"jazz fusion,city pop,bebop","Nippon Columbia Co., Ltd./NIPPONOPHONE",0.287,0.769,0,-7.328,0,0.0838,0.0718,0.361,0.33,0.812,183.958,4
spotify:track:620u9433tHSuWjIrPtGQpK,TRIPPIN,THE FUNK WILL PREVAIL,Kaelin Ellis;Max Oakley;Lulu V,4/1/2022,146612,23,FALSE,,2023-12-16T19:09:52Z,,Kaelin Ellis Music,0.565,0.465,9,-12.879,0,0.329,0.595,0.334,0.619,0.217,78.607,4
spotify:track:5NKcX8RR3FY76ocmLsLt12,Something Bout The Night,JAMS,Jay Diggs,11/5/2021,193420,27,FALSE,,2023-12-16T19:09:46Z,"synthwave,nu disco",Jay Diggs Music,0.832,0.671,0,-5.961,1,0.0394,0.27,0.0000012,0.0734,0.862,113.987,4
spotify:track:1jIiPHADGL27jgvQ8DcUYR,Woodland Creatures,BEAT TAPE 38,your best friend jippy,3/7/2023,156923,42,FALSE,,2023-12-16T19:09:38Z,,VinDig,0.772,0.582,5,-10.937,0,0.0852,0.477,0.323,0.162,0.868,87.174,4
spotify:track:2bW4WW3ykZgWlEuji5qWoq,Moonrock,Digilog I,Rob Araujo;Tamuz,3/11/2022,214000,29,FALSE,,2023-12-16T19:09:30Z,"nu jazz,jazz beats,jazz fusion,lo-fi beats",Arousal Records,0.623,0.507,6,-6.465,0,0.0612,0.73,0.69,0.0817,0.789,90.02,4
spotify:track:3fQ9B8Sj58NgS8gSOQt3gr,Nu Diskette,Daydream,DUCAT,7/16/2021,200000,17,FALSE,,2023-12-16T19:09:24Z,"vaporwave,city pop",DUCAT,0.669,0.552,1,-12.114,1,0.0453,0.000988,0.852,0.0305,0.767,120.021,4
spotify:track:4QEbcJ9BIiiFgch6so8IDt,What Do You Feel - Jean Tonique Remix,What Do You Feel,Violet Sands;Justin Faust;Jean Tonique,6/12/2018,212869,56,FALSE,,2023-12-16T19:08:55Z,"nu disco,french house,funky house,disco house,french indie pop",toucan sounds,0.849,0.53,1,-11.4,1,0.165,0.199,0.547,0.135,0.743,115.015,4
spotify:track:1m9wgHeWFCIBzZzj1BV9Mh,BEZU,Jazz Futon,Valaire;Anomalie,2/24/2023,184586,12,FALSE,,2023-12-16T19:08:44Z,"chanson québécoise,nu jazz,jazz fusion",(SME Canada) Audiogram,0.733,0.768,7,-7.269,0,0.0497,0.483,0.843,0.0897,0.125,108.054,4
spotify:track:18W5aNMsJMdaKYcKWgI5rL,Funkyouwant,Funkyouwant,DJU DJU,7/14/2022,153684,19,FALSE,,2023-12-16T19:08:34Z,jazz house,2922459 Records DK,0.853,0.462,4,-8.343,0,0.0641,0.00404,0.858,0.0684,0.935,113.975,4
spotify:track:0tpaVCA6VnQOUAI0EpFZpk,Prism,Prism,Say She She,10/7/2022,232477,58,FALSE,,2023-12-16T19:08:27Z,retro soul,Karma Chief Records,0.461,0.73,2,-8.201,1,0.0494,0.091,0.402,0.259,0.669,171.921,3
spotify:track:6WnWNaP97gqu4Zr1bPZeE7,JoyRide,JoyRide,HolyBrune;Dabeull;Rude Jude,7/16/2021,226955,51,FALSE,,2023-12-16T19:08:18Z,"nu disco,funk",Dabeull Records,0.778,0.653,10,-6.481,1,0.0331,0.0262,0.00123,0.248,0.534,107.997,4
spotify:track:3dq3nRBGMcXmfY4iC6Jess,Lovestone,Lovestone,Micah Edwards;David Blazer,6/11/2021,181944,46,FALSE,,2023-12-16T19:08:09Z,retro soul,Sundae Sauuce,0.869,0.462,7,-10.083,0,0.082,0.684,0.000113,0.101,0.776,108,4
spotify:track:5lGKop1PqqIU97DP4JGbix,DIMENSIONS - Live,LIVE 2022,Joshua Milo,11/17/2023,454311,29,FALSE,,2023-12-16T19:07:51Z,"jazz fusion,nu jazz,jazz funk",Joshua Milo,0.457,0.887,4,-7.153,0,0.0541,0.0049,0.839,0.968,0.291,111.587,4
spotify:track:0hfDfjJ7sxA4RJCM948xrM,Interlude,First Look,The Maneken,2008,121000,12,FALSE,,2023-12-16T19:07:39Z,,VIDLIK,0.94,0.252,7,-11.274,1,0.385,0.232,0.899,0.396,0.963,125.003,4
spotify:track:4CpqVGd8GCTFQqEifhgsTz,Moment,MOVIES! WORLDWIDE: PART I,Johnny Yukon,9/22/2023,132903,49,FALSE,,2023-12-16T19:07:33Z,trap soul,Atlantic Records,0.917,0.493,1,-6.662,1,0.0917,0.0217,0.194,0.133,0.723,118,4
spotify:track:0UjjeCmdvIVuMtkS8L9sTR,Drive To You,Drive To You,Astels,6/16/2023,237242,40,FALSE,,2023-12-16T19:07:04Z,,Astels,0.688,0.587,5,-8.502,0,0.198,0.366,0.00000521,0.0982,0.353,115.018,4
spotify:track:4GSYsEcIHfmdVdglO8PY9j,JELLY,JELLY,Brother Strut;Cory Wong,6/8/2023,197001,27,FALSE,,2023-12-16T19:06:46Z,"funk,jazz funk,jazz fusion",Brother Strut Records,0.671,0.671,8,-9.957,1,0.13,0.384,0.00132,0.0514,0.902,79.848,4
spotify:track:34VDj911PQh8B1BXYoOMLq,Running Away,Running Away,Thee Sacred Souls,3/21/2023,195086,65,FALSE,,2023-12-16T19:06:34Z,retro soul,Penrose / Daptone Records,0.546,0.646,2,-6.735,1,0.0394,0.309,0.000207,0.274,0.792,139.08,4
spotify:track:6QlbAS3CdT8IgvFMUs5A04,Try (Rework),Try (Rework),Shannon Lauren Callihan;The Wildcardz;SoundKid,8/11/2023,186388,33,FALSE,,2023-12-16T19:06:27Z,nu disco,SLC Records,0.626,0.61,6,-9.428,0,0.0554,0.0858,0.0127,0.22,0.613,108.046,4
spotify:track:6FXqJmgSKka0NRlrxfhSrv,Howlin' At The New Moon (feat. Mayer Hawthorne),Howlin' At The New Moon (feat. Mayer Hawthorne),Alice Ivy;Mayer Hawthorne,6/22/2023,204638,32,FALSE,,2023-12-16T19:05:36Z,"retro soul,pop soul",Helix Records,0.841,0.806,2,-6.587,1,0.106,0.626,0.32,0.202,0.757,121,4
spotify:track:5B1JcoxYjVjRNt2ZJyraJT,Lights Up - Myd Remix,Lights Up (Myd Remix),Flight Facilities;Channel Tres;Myd,6/25/2021,215765,0,TRUE,,2023-12-09T09:28:14Z,"nu disco,hip house,french indie pop,french house",Future Classic,0.833,0.623,0,-7.451,1,0.122,0.00186,0.0119,0.275,0.643,118.036,4
spotify:track:0HMRes6oRnftVM821ZSOpe,Flipside,Sunsetter,LEISURE,12/3/2021,198813,52,FALSE,,2023-12-09T09:26:47Z,indie soul,Nettwerk Music Group,0.737,0.734,1,-7.97,0,0.0409,0.0267,0.812,0.294,0.683,98.982,4
spotify:track:4r0TXr9QGmepTa2trPcMUf,Toast to Life,Toast to Life,Funk LeBlanc;Holland Greco,4/16/2021,220209,0,FALSE,,2023-12-09T09:25:57Z,"nu disco,french house,indie dance,funky house",Funk Leblanc,0.714,0.726,1,-4.836,1,0.0372,0.0542,0,0.176,0.653,105.021,4
spotify:track:2llTjsSE2Gjm5QKQfTZ53P,Movin',mixtape - volume one,Ben Jones;Isaac Kizito,3/3/2023,101000,0,FALSE,,2023-12-09T09:24:37Z,"indie jazz,nu jazz",Hamme Records,0.807,0.665,4,-6.899,0,0.0768,0.148,0.841,0.306,0.472,95.018,4
spotify:track:0Rk5Ma0d9pQac2elQWky1Z,Santa Catarina,Vol. 1,Lazywax,6/2/2020,422068,56,FALSE,,2023-12-09T09:24:24Z,"nu disco,disco house,funky house",Lazywax,0.848,0.691,6,-7.627,1,0.186,0.238,0.135,0.109,0.962,115.976,4
spotify:track:7J7F98kmOqMNwCt72Xm0q1,Floatin',Bless You,Cool Company;Nic Hanson,9/17/2021,188986,2,FALSE,,2023-12-09T08:13:22Z,nu disco,Independent,0.81,0.41,11,-6.087,0,0.2,0.688,0,0.124,0.821,97.918,4
spotify:track:0AgZmFOM3Yq0Zok6OlvHve,Queen - Cool Company Remix,Queen (Cool Company Remix),Magic City Hippies;Cool Company,6/24/2022,156453,45,FALSE,,2023-12-08T19:05:31Z,,Magic City Hippies,0.78,0.64,9,-4.494,0,0.0589,0.329,0.00145,0.245,0.871,107.015,4
spotify:track:4RsL2ZlU4P0CIKDrOwQkzz,Romance,"WaJazz: Japanese Jazz Spectacle Vol.I - Deep, Heavy and Beautiful Jazz from Japan 1968-1984 - The Nippon Columbia masters - Selected by Yusuke Ogawa (Universounds)",Hiroshi Suzuki,4/8/2022,356352,0,FALSE,,2023-11-30T19:57:02Z,,180g,0.467,0.315,7,-11.339,0,0.0268,0.719,0.898,0.0727,0.249,147.971,4
spotify:track:4MrHVk7JQKe2UduDh0kPOu,RISE,RISE (Darius Remix),Darius;Benny Sings,4/19/2023,303871,12,FALSE,,2023-11-27T22:20:15Z,"french house,indie soul,nu disco",Roche Musique,0.767,0.527,1,-8.297,1,0.174,0.0969,0.653,0.0911,0.185,102.009,4
spotify:track:7IRyfeJIBmi08GYgEZwWMM,EASE YOUR MIND,OASIS,Darius;Devin Tracy,4/22/2022,237368,59,FALSE,,2023-11-27T20:16:46Z,"french house,indie soul,nu disco,contemporary r&b",Roche Musique,0.744,0.736,5,-4.269,0,0.156,0.0132,0.145,0.06,0.559,113.982,4
spotify:track:7pKgdLAnNzYqef3ZJLpDBS,Air Power,The Ride,Midas Hutch;The Kount,3/24/2021,219961,26,FALSE,,2023-11-25T18:01:20Z,nu disco,Midas Hutch,0.828,0.504,6,-8.341,1,0.0821,0.0606,0.879,0.0747,0.582,124.007,4
spotify:track:0T7aTl1t15HKHfwep4nANV,Disco Man,I'm Allergic To Dogs!,Remi Wolf,6/24/2020,192000,65,FALSE,,2023-11-24T23:30:36Z,,Island Records,0.686,0.682,6,-7.656,0,0.0459,0.0443,0.0131,0.43,0.854,84.985,4
